Query,Title,Author,Publisher,Publised Year,Categories,Distinc Amount,Average,Sentiment,Percentile
5,Time & Timbuktu,['Naomi Klein'],Singel Uitgeverijen,2014,['Fiction'],,,0.4300300000000001,0.31363949999999996
5,Red Flame Burning,['Ward Hawkins'],Del Rey,1985,['Fiction'],,,0.31967,0.31363949999999996
5,The Rim of the Prairie,['Bess Streeter Aldrich'],U of Nebraska Press,1966,['Fiction'],,,0.65,0.31363949999999996
5,The Kondor Club,['Dean Joy'],iUniverse,2001,['Fiction'],,,0.318586,0.31363949999999996
5,The Drum Goes Dead (A Christmas Tale),['Bess Streeter Aldrich'],U of Nebraska Press,1985,['Fiction'],,,0.616135,0.31363949999999996
5,Over to You: Ten Stories of Flyers and Flying,['Roald Dahl'],Penguin UK,2010,['Fiction'],,,0.32282999999999995,0.31363949999999996
5,Screeching Halt: A novel,['Scott Papillon'],iUniverse,2004,['Fiction'],,,0.59111,0.31363949999999996
5,The Book of Heat,['Don Winslow'],HarperCollins,2022,['Fiction'],,,0.4358,0.31363949999999996
5,Drinkers of the Wind: An Afghan Odyssey,['Jane Parault'],Publishamerica Incorporated,2005,['Fiction'],,,0.47278,0.31363949999999996
5,How the piano came to be,['Ellye Glover'],Litres,2021,['Fiction'],,,0.375,0.31363949999999996
5,"The Oxford Bookworms Library: Level 4: 1,400 Word Vocabulary Dr Jekyll and Mr Hyde","['Robert Louis Stevenson', 'John Escott']","Oxford University Press, USA",2007,['Fiction'],,,0.44412,0.31363949999999996
5,Long Knife,['James Alexander Thom'],Ballantine Books,2010,['Fiction'],,,0.3371488235294117,0.31363949999999996
5,Wild Flowers (Sugar Inspiration),['Janet Tronstad'],Harlequin,2012,['Fiction'],,,0.5,0.31363949999999996
5,Social Graces (Silhouette Desire),['Dixie Browning'],Silhouette,2010,['Fiction'],,,0.33106,0.31363949999999996
5,Courtship in Granite Ridge (Desire S.),['Barbara McCauley'],HarperCollins UK,2012,['Fiction'],,,0.33333,0.31363949999999996
5,Brionne,"[""Louis L'Amour""]",Bantam,2004,['Fiction'],,,0.3571211111111111,0.31363949999999996
5,Candide and Philosophical Letters (Modern Library),['Voltaire'],Modern Library,2005,['Fiction'],,,0.65,0.31363949999999996
5,The Best American Erotica 2000,['Susie Bright'],Touchstone,2000,['Fiction'],,,0.3324153333333334,0.31363949999999996
5,Mirror Me,['Yvonne Navarro'],Crossroad Press,2011,['Fiction'],,,0.39444,0.31363949999999996
5,Covenant with Death,['John Harris'],Hachette UK,2014,['Fiction'],,,0.453705,0.31363949999999996
5,Messer Marco Polo,['Brian Oswald Donn-Byrne'],BoD – Books on Demand,2019,['Fiction'],,,0.3308975,0.31363949999999996
5,When the Green Woods Laugh,['H. E. Bates'],Penguin UK,2006,['Fiction'],,,0.40331,0.31363949999999996
5,Let's Make Love,['Bruce Campbell'],Macmillan,2015,['Fiction'],,,0.34211,0.31363949999999996
5,"CATNAP (MIDNIGHT LOUIE, NO 1)",['Carole Nelson Douglas'],Tor Books,1992,['Fiction'],,,0.55167,0.31363949999999996
5,A mother's love,['Mary Morris'],Nan A. Talese,2012,['Fiction'],,,0.36803333333333327,0.31363949999999996
5,Best of Friends,['Liane Moriarty'],A.W. Bruna Uitgevers,2016,['Fiction'],,,0.4624966666666667,0.31363949999999996
5,Lilies,['John Updike'],Random House,2009,['Fiction'],,,0.5717466666666667,0.31363949999999996
5,The Peter Patter Book,['Leroy F. Jackson'],CreateSpace,2014,['Fiction'],,,0.45833,0.31363949999999996
5,Midnight Plus One,['Gavin Lyall'],Hachette UK,2015,['Fiction'],,,0.48667,0.31363949999999996
5,The Texan's Touch,['Jodi Thomas'],Penguin,1998,['Fiction'],,,0.3268635294117647,0.31363949999999996
5,Star Crossed (Arabesque),['Francine Craft'],Harlequin Kimani,2000,['Fiction'],,,0.36221000000000003,0.31363949999999996
5,"Rotary Club Murder Mystery, The",['Graham Landrum'],St. Martin's Paperbacks,2011,['Fiction'],,,0.45,0.31363949999999996
5,Emerald Enchantment,['Melissa Williams'],AuthorHouse,2018,['Fiction'],,,0.5227499999999999,0.31363949999999996
5,Conversations With John Cheever (Literary Conversations Series),['John Cheever'],,1987,['Fiction'],,,0.317065,0.31363949999999996
5,Bloodline (A Jack Mcmorrow Mystery),['Gerry Boyle'],Islandport PressInc,2014,['Fiction'],,,0.3276333333333334,0.31363949999999996
5,Masks of Nyarlathotep: Adventures to Thwart the Dark God (Call of Cthulhu RPG),['Alex Marshall'],Luitingh Sijthoff Fantasy,2016,['Fiction'],,,0.33426,0.31363949999999996
5,The Twisted Thing (Signed),['Abbi Glines'],Simon and Schuster,2013,['Fiction'],,,0.31581000000000004,0.31363949999999996
5,Stories from Arabian Nights,['Sir Richard Burton'],Simon and Schuster,2012,['Fiction'],,,0.595295,0.31363949999999996
5,Hands of a Stranger,['Jean Cocteau'],Ayer Company Pub,1969,['Fiction'],,,0.41635,0.31363949999999996
5,The Bab Ballads,['William Schwenck Gilbert'],Litres,2019,['Fiction'],,,0.3293625,0.31363949999999996
5,The Pornographer Diaries,['Danny King'],Serpents Tail,2004,['Fiction'],,,0.34573,0.31363949999999996
5,In the Balance,['Harry Turtledove'],Ballantine Books,1997,['Fiction'],,,0.38269333333333333,0.31363949999999996
5,"Sex-horoscopo/ Sex-Scopes: Guia Para La Seduccion, El Amor Y El Sexo Segun Los Signos Astrologicos / How to seduce, stimulate, and satisfy any sign (Spanish Edition)","['James Patterson', 'Bill Clinton']",Nieuw Amsterdam,2021,['Fiction'],,,0.40833,0.31363949999999996
5,The consuming fire,['John Scalzi'],Tor Books,2018,['Fiction'],,,0.35208,0.31363949999999996
5,The Killer Genesis (Mercenary Ser. 1),['Jerry Ahern'],Speaking Volumes,2015,['Fiction'],,,0.325,0.31363949999999996
5,Heiress (Love Inspired #37),['Belle Calhoune'],HarperCollins UK,2017,['Fiction'],,,0.439765,0.31363949999999996
5,A Ring and a Rainbow (Silhouette Romance),['DeAnna Talcott'],Silhouette,2014,['Fiction'],,,0.39464,0.31363949999999996
5,"Adorn Thyself 64 patterns Peyote or Brick Stitch: Necklaces, Amulet Purses, Bracelets, Earrings",['Jennifer Chiaverini'],Boekerij,2014,['Fiction'],,,0.32884749999999996,0.31363949999999996
5,Fast Ball,['Anthony C. Tripari'],Xlibris Corporation,2004,['Fiction'],,,0.43459000000000003,0.31363949999999996
5,"A Perfect Love (Copeland, Lori. Heavenly Daze Series.)",['Lori Copeland'],Thomas Nelson,2002,['Fiction'],,,0.4079683333333333,0.31363949999999996
5,"Dynamic thought, or, The law of vibrant energy",['William Walker Atkinson'],DigiCat,2022,['Fiction'],,,0.36061,0.31363949999999996
5,Carolina Skeletons,['David Stout'],Open Road Media,2011,['Fiction'],,,0.55476,0.31363949999999996
5,Fourth Reich Death Squad (Mercenary Ser. 3),['Jerry Ahern'],Speaking Volumes,2012,['Fiction'],,,0.46667,0.31363949999999996
5,Catskill Summers,['Mel Senator'],Xlibris Corporation,2000,['Fiction'],,,0.319075,0.31363949999999996
5,Into the Sky,['Yu Qing'],Funstory,2020,['Fiction'],,,0.33399,0.31363949999999996
5,A Bed Of Sand (Desire),['Laura Wright'],Silhouette,2010,['Fiction'],,,0.35833,0.31363949999999996
5,Memories of the Body: Tales of Desire and Transformation,['Lisa Tuttle'],Severn House Pub Limited,1992,['Fiction'],,,0.4375,0.31363949999999996
5,Single Spies Talking,['Alan Bennett'],Touchstone Books,1990,['Fiction'],,,0.39714,0.31363949999999996
5,One Plus One Equals Nineteen: Married: The Second Time Around,['H. George Arsenault'],Writers Club Press,2001,['Fiction'],,,0.400535,0.31363949999999996
5,Once Upon A King (Silhouette Romance),['Holly Jacobs'],HarperCollins UK,2014,['Fiction'],,,0.3321266666666667,0.31363949999999996
5,Something to Talk About,['Meryl Wilsner'],Hachette UK,2020,['Fiction'],,,0.55,0.31363949999999996
5,Title: Poi Spinning Book,['Eric Stever'],Looka Books,2022,['Fiction'],,,0.3534333333333333,0.31363949999999996
5,A Wizard and a Warlord: The Adventures of the Rogue Wizard,['Christopher Stasheff'],Macmillan,2000,['Fiction'],,,0.34329200000000004,0.31363949999999996
5,Justice Is Served,['Mariah Stewart'],HarperCollins Australia,2020,['Fiction'],,,0.66667,0.31363949999999996
5,Affair of the Heart (Arabesque),['Donna Hill'],HarperCollins UK,2013,['Fiction'],,,0.341175,0.31363949999999996
5,Daughter of Jerusalem (Daughters of Faith),['Thom Lemmons'],Multnomah,1999,['Fiction'],,,0.318995,0.31363949999999996
5,Steady as She Goes: Women's Adventures at Sea (Adventura Series),['Jack London'],e-artnow,2017,['Fiction'],,,0.38,0.31363949999999996
5,I'll Paint The Sun (Love Spectrum Romance),['Al Garotto'],Genesis PressInc,2005,['Fiction'],,,0.36852799999999997,0.31363949999999996
5,Ashes of the Innocent,['Lee Jordan'],Publish America,2001,['Fiction'],,,0.31784999999999997,0.31363949999999996
5,White Wolf,['David Gemmell'],Random House,2010,['Fiction'],,,0.36676666666666663,0.31363949999999996
5,Magnolia Reich: An American Holocaust,"['David Sauvain, M.D.']",Commonwealth Publications Incorporated,1997,['Fiction'],,,0.5,0.31363949999999996
5,A Little Fate,"['Jacquelin Thomas', 'ReShonda Tate Billingsley', 'J.D. Mason', 'Sandra Kitt']",Simon and Schuster,2013,['Fiction'],,,0.318504,0.31363949999999996
5,Some Price to Pay,['Lynda Page'],Hachette UK,2011,['Fiction'],,,0.4355725,0.31363949999999996
5,Gollum: How We Made Movie Magic (The Lord of the Rings),"['Andy Serkis', 'Gary Russell']",Mariner Books,2003,['Fiction'],,,0.383695,0.31363949999999996
5,Third Time Around,['K. Evan Coles'],Totally Entwined Group (USA+CAD),2019,['Fiction'],,,0.655,0.31363949999999996
5,Wild Texas Wind,['Nicole McCaffrey'],The Wild Rose Press Inc,2010,['Fiction'],,,0.44606999999999997,0.31363949999999996
5,Finch's Fortune,['Mazo de la Roche'],Dundurn,2007,['Fiction'],,,0.5,0.31363949999999996
5,Considering Kate: The Stanislaskis (Silhouette Special Edition No. 1379),['Nora Roberts'],Silhouette,2001,['Fiction'],,,0.32965875,0.31363949999999996
5,GRUDGE MOUNTAIN.,['Albert Payson Terhune'],G K Hall & Company,1999,['Fiction'],,,0.48,0.31363949999999996
5,Seville & Andalusia (Eyewitness Travel Guides),['Robert Wilson'],HarperCollins UK,2010,['Fiction'],,,0.37875888888888887,0.31363949999999996
5,Sword Of Vengeance,['Marc Olden'],Jove Publications,1990,['Fiction'],,,0.4,0.31363949999999996
5,How to Travel Incognito,['Ludwig Bemelmans'],Prion Books,2003,['Fiction'],,,0.322126,0.31363949999999996
5,"All Tucked In... (Harlequin Blaze, 91)",['Jule McBride'],Harlequin,2014,['Fiction'],,,0.34028,0.31363949999999996
5,Sky Girl,['Betty Baxter Anderson'],DigiCat,2022,['Fiction'],,,0.3427733333333334,0.31363949999999996
5,A Vintage Murder,['Michele Scott'],Michele Scott,2015,['Fiction'],,,0.46,0.31363949999999996
5,The Killer Mine,['Hammond Innes'],Random House,2013,['Fiction'],,,0.34108333333333335,0.31363949999999996
5,A Case of Hillary's Cat (Hillary King Mysteries),['Lois Browning Bauer'],,2001,['Fiction'],,,0.33373,0.31363949999999996
5,As an Earl Desires,['Lorraine Heath'],Zondervan,2009,['Fiction'],,,0.3751966666666667,0.31363949999999996
5,Falling For A Father Of Four (Fabulous Fathers/This Side Of Heaven) (Silhouette Romance),['Vivian Leiber'],Harlequin Books,1998,['Fiction'],,,0.34404999999999997,0.31363949999999996
5,The Poems of Henry Van Dyke,['Henry Van Dyke'],BoD – Books on Demand,2018,['Fiction'],,,0.48333,0.31363949999999996
5,Fishing for Irene,['Margee Driscoll'],Publishamerica Incorporated,2004,['Fiction'],,,0.316454,0.31363949999999996
5,SCHOOL OF NATURAL HEALING,['Markus Zusak'],Overamstel Uitgevers,2012,['Fiction'],,,0.33527833333333334,0.31363949999999996
5,Obelists Fly High (Dover Mystery Classics),['C. Daly King'],Courier Corporation,2015,['Fiction'],,,0.340105,0.31363949999999996
5,Hugh Wynne Free Quaker,['S. Weir Mitchell'],Good Press,2019,['Fiction'],,,0.41571,0.31363949999999996
5,Love Potion #9 (Magical Love Series),['Gerri Brooks'],Trafford Publishing,2005,['Fiction'],,,0.37625444444444445,0.31363949999999996
5,The Light In My Window,['Francena H. Arnold'],Moody Publishers,1993,['Fiction'],,,0.41903250000000003,0.31363949999999996
5,The Fallon Legacy,"['Robert Jordan', ""Reagan O'Neal""]",Forge Books,1998,['Fiction'],,,0.33860625,0.31363949999999996
5,The Red Shoes: A Living Story Book,['Ruth Hogan'],Hachette UK,2018,['Fiction'],,,0.5875,0.31363949999999996
5,Sapphires and Smugglers,['Lynn Gardner'],Covenant Communications,1999,['Fiction'],,,0.409325,0.31363949999999996
5,The Braxtons of Miracle Springs (The Journals of Corrie and Christopher #1),['Michael Phillips'],Baker Books,2016,['Fiction'],,,0.44836857142857145,0.31363949999999996
5,The Northridge Wheelers,['D. Earl Gregg'],Xulon Press,2022,['Fiction'],,,0.69167,0.31363949999999996
5,"Practical argumentation,",['George K. Pattee'],Good Press,2019,['Fiction'],,,0.575,0.31363949999999996
5,Tim Holt,"['Yojimbo Press LLC', 'Magazine Enterprises']",Yojimbo Press LLC,1950,['Fiction'],,,0.47198333333333337,0.31363949999999996
5,Gold dust,"['Ibrahim al-Koni', 'Ibrāhīm Kūnī']",American Univ in Cairo Press,2008,['Fiction'],,,0.41562,0.31363949999999996
5,A Different Woman,['Gill Paul'],A.W. Bruna Uitgevers,2018,['Fiction'],,,0.34635499999999997,0.31363949999999996
5,North Pond Dawn,['David Roddy'],SBS Press,2005,['Fiction'],,,0.325555,0.31363949999999996
5,The Anne of Green Gables Treasury,"['Carolyn Strom Collins', 'Christina Wyss Eriksson', 'L. M. (Lucy Maud) Montgomery']",Penguin (Non-Classics),1997,['Fiction'],,,0.349895,0.31363949999999996
5,A Dirty Girl hits the bestseller list: Alisa Valdes-Rodriguez: getting a first novel published is increasingly difficult in today's crowded literary ... that is.(Entrevista): An article from: Semana,['Ella Miles'],SVM Publishing,2021,['Fiction'],,,0.54333,0.31363949999999996
5,The Gun from Eagle Mountain,['Jim Morrell'],Publishamerica Incorporated,2005,['Fiction'],,,0.33504,0.31363949999999996
5,Heart So Innocent,['Charlene Cross'],,1990,['Fiction'],,,0.455,0.31363949999999996
5,We Are the Monsters!,['Kali White'],Crooked Lane Books,2020,['Fiction'],,,0.376285,0.31363949999999996
5,Golden apples,['Eudora Welty'],Penguin UK,2013,['Fiction'],,,0.3946,0.31363949999999996
5,Enter If You Dare : Build Your Own Electronic Door Alarm (Troll Discovery Kit),['Dave Eggers'],"Bezige Bij b.v., Uitgeverij De",2021,['Fiction'],,,0.56111,0.31363949999999996
5,Ariana: A Glimpse of Eternity,['Rachel Ann Nunes'],White Star Press,2012,['Fiction'],,,0.4124333333333334,0.31363949999999996
5,Illinois! (G K Hall Large Print Book Series),['Scott Turow'],Macmillan Reference USA,1991,['Fiction'],,,0.41831,0.31363949999999996
5,The Book of Memories (Jewish Latin America),['Ana María Shua'],UNM Press,1998,['Fiction'],,,1.0,0.31363949999999996
5,Hold fast the dream (Forever romances),['Florence J. Paul'],Xlibris Corporation,2016,['Fiction'],,,0.420835,0.31363949999999996
5,Small Caucasian Woman: Stories,['Elaine Fowler Palencia'],University of Missouri Press,1993,['Fiction'],,,0.335225,0.31363949999999996
5,Capitol Secrets,['Maureen Dean'],Jove Publications,1992,['Fiction'],,,0.39761,0.31363949999999996
5,Notes of a Nude Model: & Other Pieces,['Harriet Sohmers Zwerling'],,2003,['Fiction'],,,0.3214175,0.31363949999999996
5,The Elves: Book 1 of the E.F.H. Trilogy,['Margaret R. Gifford'],Publishamerica Incorporated,2002,['Fiction'],,,0.3146166666666667,0.31363949999999996
5,Tremendous Trifles,['G. K. Chesterton'],CreateSpace,2015,['Fiction'],,,0.34814142857142855,0.31363949999999996
5,Daniel Plainway: Or The Holiday Haunting Of The Moosepath League,['Van Reid'],Down East Books,2016,['Fiction'],,,0.330574,0.31363949999999996
5,Motherland: Writings By Irish American Women About Mothers And Daughters,['Caledonia Kearns'],Harper Collins,2000,['Fiction'],,,0.321394,0.31363949999999996
5,Masterpieces: The Best Science Fiction of the 20th Century,['Orson Scott Card'],Penguin,2004,['Fiction'],,,0.326552962962963,0.31363949999999996
5,God of the Golden Fleece (Book of the Gods),['Fred Saberhagen'],Macmillan,2001,['Fiction'],,,0.32510666666666665,0.31363949999999996
5,Simply Marvelous (Arabesque),['Shelby Lewis'],Kensington Books,2002,['Fiction'],,,0.38603,0.31363949999999996
5,Dangerous Fortune (Arabesque),['Shirley Harrison'],Harlequin Kimani,2001,['Fiction'],,,0.3701742857142857,0.31363949999999996
5,Mr. Beddle had a lamb.(short story): An article from: Jack & Jill,['Thomas Harris'],St. Martin's Press,2009,['Fiction'],,,0.325,0.31363949999999996
5,Legally Binding (Harlequin Intrigue No. 780)(Shotgun Sallys),['A. Roberts'],Springer,2005,['Fiction'],,,0.41667,0.31363949999999996
5,Dog of the High Sierras,['Albert Payson Terhune'],Read Books Ltd,2014,['Fiction'],,,0.39444,0.31363949999999996
5,My heart's in the highlands,['Amy Hoff'],Bella Books,2020,['Fiction'],,,0.5125,0.31363949999999996
5,The Pawns of Null-A (Classic Ace D-187),['Alfred Elton Van Vogt'],,1990,['Fiction'],,,0.41042,0.31363949999999996
5,Lycanthrope,['Justin Petrillo'],iUniverse,2004,['Fiction'],,,0.44998249999999995,0.31363949999999996
5,The Vampire: A Casebook,['Alan Dundes'],Univ of Wisconsin Press,1998,['Fiction'],,,0.342435,0.31363949999999996
5,666: a novel,['Gabriella Pierce'],Harper Collins,2013,['Fiction'],,,0.58333,0.31363949999999996
5,Seduction Of The Minotaur -,['Anaïs Nin'],Swallow Press,2014,['Fiction'],,,0.337795,0.31363949999999996
5,Hustler Adult Magazine:October 2003,['Penthouse International'],Hachette UK,2003,['Fiction'],,,0.56667,0.31363949999999996
5,Amish Children,['Leigh Bale'],Harlequin,2022,['Fiction'],,,0.36796333333333336,0.31363949999999996
5,"Ring For Cinderella (Lucky Charm Sisters) (Silhouette Romance, 1356 )",['Judy Christenberry'],Harlequin,2011,['Fiction'],,,0.3295133333333333,0.31363949999999996
5,The Man Who Looked Back,['Joan Fleming'],Orion,2012,['Fiction'],,,0.42762,0.31363949999999996
5,Lone Cowboy,['Maisey Yates'],HQN Books,2019,['Fiction'],,,0.384914,0.31363949999999996
5,To Have or to Hold,"['Mary, Johnston']",Aegitas,2016,['Fiction'],,,0.3182675,0.31363949999999996
5,Trail to Wounded Knee (Five Star First Edition Western),['Tim Champlin'],Five Star (ME),2001,['Fiction'],,,0.45,0.31363949999999996
5,The wind's twelve quarters: Short stories,['Ursula K. Le Guin'],HarperCollins,2017,['Fiction'],,,0.46875,0.31363949999999996
5,Trail to Wounded Knee: A Western Story,['Tim Champlin'],Five Star (ME),2001,['Fiction'],,,0.45,0.31363949999999996
5,Beloved Wife (Harlequin Historical),['Lynda Trent'],Harlequin Treasury-Harlequin Historicals 90s,1992,['Fiction'],,,0.363765,0.31363949999999996
5,"Chrome Circle (The Serrated Edge, Bk. 4)","['Mercedes Lackey', 'Larry Dixon']",Baen Books,1994,['Fiction'],,,0.33480375,0.31363949999999996
5,Fields of Blood (The American Vampire series),"['Lawrence Schimel', 'Martin Harry Greenberg']",Cumberland House Publishing,1998,['Fiction'],,,0.47778,0.31363949999999996
